PhotoduplicationDate (Day-Month-Year),RepoCode,ActivityName,ActivityDescription,BillingType,Quantity,UnitFee,PaymentAmount,PaymentMethod,PaymentReference,TransactionNumber,FY
2023-04-24,DDO,"DOAK RARE, Ongoing Digitization of Byzantine",DIRECT - Ongoing - Rare books and manuscripts,Deposit to Digital Repository Service,1,0,1894.5,Billing Account,110.01917.7067.431206.504013.0000.00000,889704,2023
2023-04-24,DDO,"DOAK RARE, Ongoing Digitization of Byzantine",DIRECT - Ongoing - Rare books and manuscripts,"Digital Capture (bound/up to 15x23x4"", singleshot)",101,3.5,356.5,Billing Account,110.01917.7067.431206.504013.0000.00000,897996,2023
2023-04-24,DDO,"DOAK RARE, Ongoing Digitization of Byzantine",DIRECT - Ongoing - Rare books and manuscripts,"Digital Capture (bound/up to 15x23x4"", singleshot)",233,3.5,821.5,Billing Account,110.01917.7067.431206.504013.0000.00000,897256,2023
2023-04-24,DDO,"DOAK RARE, Ongoing Digitization of Byzantine",DIRECT - Ongoing - Rare books and manuscripts,"Digital Capture (bound/up to 15x23x4"", singleshot)",537,3.5,1894.5,Billing Account,110.01917.7067.431206.504013.0000.00000,889704,2023
2023-04-24,DDO,"DOAK RARE, Ongoing Digitization of Pre-Columbian",DIRECT - Ongoing - Rare books and manuscripts,Customized Structural Metadata (complex object),1,35,323,Billing Account,110.01917.7067.431206.504013.0000.00000,889367,2023
2023-04-24,DDO,"DOAK RARE, Ongoing Digitization of Pre-Columbian",DIRECT - Ongoing - Rare books and manuscripts,Deposit to Digital Repository Service,1,0,323,Billing Account,110.01917.7067.431206.504013.0000.00000,889367,2023
2023-04-24,DDO,"DOAK RARE, Ongoing Digitization of Pre-Columbian",DIRECT - Ongoing - Rare books and manuscripts,"Digital Capture (loose/up to 19x25.5"")",48,6,323,Billing Account,110.01917.7067.431206.504013.0000.00000,889367,2023
2023-04-26,DDO,"DOAK RARE, Ongoing Digitization of Pre-Columbian",DIRECT - Ongoing - Rare books and manuscripts,Customized Structural Metadata (simple object),1,3,706.5,Billing Account,110.01917.7067.431206.504013.0000.00000,889365,2023
2023-04-26,DDO,"DOAK RARE, Ongoing Digitization of Pre-Columbian",DIRECT - Ongoing - Rare books and manuscripts,Deposit to Digital Repository Service,1,0,706.5,Billing Account,110.01917.7067.431206.504013.0000.00000,889365,2023
2023-04-26,DDO,"DOAK RARE, Ongoing Digitization of Pre-Columbian",DIRECT - Ongoing - Rare books and manuscripts,"Digital Capture (bound/up to 15x23x4"", singleshot)",201,3.5,706.5,Billing Account,110.01917.7067.431206.504013.0000.00000,889365,2023
2023-05-22,DDO,"DOAK RARE, Ongoing Digitization of Byzantine",DIRECT - Ongoing - Rare books and manuscripts,Customized Structural Metadata (simple object),1,3,783.5,Billing Account,110.01917.7067.431206.504013.0000.00000,889359,2023
2023-05-22,DDO,"DOAK RARE, Ongoing Digitization of Byzantine",DIRECT - Ongoing - Rare books and manuscripts,Deposit to Digital Repository Service,1,0,783.5,Billing Account,110.01917.7067.431206.504013.0000.00000,889359,2023
2023-05-22,DDO,"DOAK RARE, Ongoing Digitization of Byzantine",DIRECT - Ongoing - Rare books and manuscripts,"Digital Capture (bound/up to 15x23x4"", singleshot)",223,3.5,783.5,Billing Account,110.01917.7067.431206.504013.0000.00000,889359,2023
2023-05-22,DDO,"DOAK RARE, Ongoing Digitization of Pre-Columbian",DIRECT - Ongoing - Rare books and manuscripts,Customized Structural Metadata (simple object),1,3,87,Billing Account,110.01917.7067.431206.504013.0000.00000,898008,2023
2023-05-22,DDO,"DOAK RARE, Ongoing Digitization of Pre-Columbian",DIRECT - Ongoing - Rare books and manuscripts,Customized Structural Metadata (simple object),1,3,171,Billing Account,110.01917.7067.431206.504013.0000.00000,898002,2023
2023-05-22,DDO,"DOAK RARE, Ongoing Digitization of Pre-Columbian",DIRECT - Ongoing - Rare books and manuscripts,Deposit to Digital Repository Service,1,0,87,Billing Account,110.01917.7067.431206.504013.0000.00000,898008,2023
2023-05-22,DDO,"DOAK RARE, Ongoing Digitization of Pre-Columbian",DIRECT - Ongoing - Rare books and manuscripts,Deposit to Digital Repository Service,1,0,171,Billing Account,110.01917.7067.431206.504013.0000.00000,898002,2023
2023-05-22,DDO,"DOAK RARE, Ongoing Digitization of Pre-Columbian",DIRECT - Ongoing - Rare books and manuscripts,"Digital Capture (bound/up to 15x23x4"", singleshot)",48,3.5,171,Billing Account,110.01917.7067.431206.504013.0000.00000,898002,2023
2023-05-22,DDO,"DOAK RARE, Ongoing Digitization of Pre-Columbian",DIRECT - Ongoing - Rare books and manuscripts,"Digital Capture (loose/up to 19x25.5"")",14,6,87,Billing Account,110.01917.7067.431206.504013.0000.00000,898008,2023
2023-05-31,DDO,"DOAK RARE, Born Digital - Ongoing Deposit",DIRECT - Ongoing - Born Digital,Deposit to Digital Repository Service,8,10,80,Billing Account,110.01917.7067.431206.504013.0000.00000,906025,2023
2023-05-31,DDO,"DOAK RARE, Born Digital - Ongoing Deposit",DIRECT - Ongoing - Born Digital,Deposit to Digital Repository Service,18,10,180,Billing Account,110.01917.7067.431206.504013.0000.00000,906026,2023
2023-05-31,DDO,"DOAK RARE, Born Digital - Ongoing Deposit",DIRECT - Ongoing - Born Digital,Deposit to Digital Repository Service,71,10,710,Billing Account,110.01917.7067.431206.504013.0000.00000,906013,2023
2023-06-21,DDO,"DOAK RARE, Ongoing Digitization of Byzantine",DIRECT - Ongoing - Rare books and manuscripts,Customized Structural Metadata (simple object),1,3,359.53,Billing Account,110.01917.7067.431206.504013.0000.00000,908356,2023
2023-06-21,DDO,"DOAK RARE, Ongoing Digitization of Byzantine",DIRECT - Ongoing - Rare books and manuscripts,Customized Structural Metadata (simple object),1,3,373.65,Billing Account,110.01917.7067.431206.504013.0000.00000,908357,2023
2023-06-21,DDO,"DOAK RARE, Ongoing Digitization of Byzantine",DIRECT - Ongoing - Rare books and manuscripts,Customized Structural Metadata (simple object),1,3,437.16,Billing Account,110.01917.7067.431206.504013.0000.00000,908351,2023
2023-06-21,DDO,"DOAK RARE, Ongoing Digitization of Byzantine",DIRECT - Ongoing - Rare books and manuscripts,Deposit to Digital Repository Service,1,0,359.53,Billing Account,110.01917.7067.431206.504013.0000.00000,908356,2023
2023-06-21,DDO,"DOAK RARE, Ongoing Digitization of Byzantine",DIRECT - Ongoing - Rare books and manuscripts,Deposit to Digital Repository Service,1,0,373.65,Billing Account,110.01917.7067.431206.504013.0000.00000,908357,2023
2023-06-21,DDO,"DOAK RARE, Ongoing Digitization of Byzantine",DIRECT - Ongoing - Rare books and manuscripts,Deposit to Digital Repository Service,1,0,437.16,Billing Account,110.01917.7067.431206.504013.0000.00000,908351,2023
2023-06-21,DDO,"DOAK RARE, Ongoing Digitization of Byzantine",DIRECT - Ongoing - Rare books and manuscripts,"Digital Capture (bound/up to 15x23x4"", singleshot)",101,3.5,359.53,Billing Account,110.01917.7067.431206.504013.0000.00000,908356,2023
2023-06-21,DDO,"DOAK RARE, Ongoing Digitization of Byzantine",DIRECT - Ongoing - Rare books and manuscripts,"Digital Capture (bound/up to 15x23x4"", singleshot)",105,3.5,373.65,Billing Account,110.01917.7067.431206.504013.0000.00000,908357,2023
2023-06-21,DDO,"DOAK RARE, Ongoing Digitization of Byzantine",DIRECT - Ongoing - Rare books and manuscripts,"Digital Capture (loose/up to 19x25.5"")",72,6,437.16,Billing Account,110.01917.7067.431206.504013.0000.00000,908351,2023
2023-06-21,DDO,"DOAK RARE, Ongoing Digitization of Byzantine",DIRECT - Ongoing - Rare books and manuscripts,OCR,72,0.03,437.16,Billing Account,110.01917.7067.431206.504013.0000.00000,908351,2023
2023-06-21,DDO,"DOAK RARE, Ongoing Digitization of Byzantine",DIRECT - Ongoing - Rare books and manuscripts,OCR,101,0.03,359.53,Billing Account,110.01917.7067.431206.504013.0000.00000,908356,2023
2023-06-21,DDO,"DOAK RARE, Ongoing Digitization of Byzantine",DIRECT - Ongoing - Rare books and manuscripts,OCR,105,0.03,373.65,Billing Account,110.01917.7067.431206.504013.0000.00000,908357,2023
2023-06-21,PIRC,"PIRC, Born Digital - Ongoing Deposit",DIRECT - Ongoing - Deposit files produced by PIRC's vendors,Deposit to Digital Repository Service,11,15,165,Billing Account,610.56733.7067.000001.781762.0000.00000,910825,2023
2023-06-30,DDO,"DOAK RARE, Ongoing Digitization of Byzantine",DIRECT - Ongoing - Rare books and manuscripts,Customized Structural Metadata (simple object),1,3,449.22,Billing Account,110.01917.7067.431206.504013.0000.00000,912773,2023
2023-06-30,DDO,"DOAK RARE, Ongoing Digitization of Byzantine",DIRECT - Ongoing - Rare books and manuscripts,Customized Structural Metadata (simple object),1,3,521.58,Billing Account,110.01917.7067.431206.504013.0000.00000,912774,2023
2023-06-30,DDO,"DOAK RARE, Ongoing Digitization of Byzantine",DIRECT - Ongoing - Rare books and manuscripts,Customized Structural Metadata (simple object),1,3,587.91,Billing Account,110.01917.7067.431206.504013.0000.00000,912772,2023
2023-06-30,DDO,"DOAK RARE, Ongoing Digitization of Byzantine",DIRECT - Ongoing - Rare books and manuscripts,Deposit to Digital Repository Service,1,0,449.22,Billing Account,110.01917.7067.431206.504013.0000.00000,912773,2023
2023-06-30,DDO,"DOAK RARE, Ongoing Digitization of Byzantine",DIRECT - Ongoing - Rare books and manuscripts,Deposit to Digital Repository Service,1,0,521.58,Billing Account,110.01917.7067.431206.504013.0000.00000,912774,2023
2023-06-30,DDO,"DOAK RARE, Ongoing Digitization of Byzantine",DIRECT - Ongoing - Rare books and manuscripts,Deposit to Digital Repository Service,1,0,587.91,Billing Account,110.01917.7067.431206.504013.0000.00000,912772,2023
2023-06-30,DDO,"DOAK RARE, Ongoing Digitization of Byzantine",DIRECT - Ongoing - Rare books and manuscripts,"Digital Capture (loose/up to 19x25.5"")",74,6,449.22,Billing Account,110.01917.7067.431206.504013.0000.00000,912773,2023
2023-06-30,DDO,"DOAK RARE, Ongoing Digitization of Byzantine",DIRECT - Ongoing - Rare books and manuscripts,"Digital Capture (loose/up to 19x25.5"")",86,6,521.58,Billing Account,110.01917.7067.431206.504013.0000.00000,912774,2023
2023-06-30,DDO,"DOAK RARE, Ongoing Digitization of Byzantine",DIRECT - Ongoing - Rare books and manuscripts,"Digital Capture (loose/up to 19x25.5"")",97,6,587.91,Billing Account,110.01917.7067.431206.504013.0000.00000,912772,2023
2023-06-30,DDO,"DOAK RARE, Ongoing Digitization of Byzantine",DIRECT - Ongoing - Rare books and manuscripts,OCR,74,0.03,449.22,Billing Account,110.01917.7067.431206.504013.0000.00000,912773,2023
2023-06-30,DDO,"DOAK RARE, Ongoing Digitization of Byzantine",DIRECT - Ongoing - Rare books and manuscripts,OCR,86,0.03,521.58,Billing Account,110.01917.7067.431206.504013.0000.00000,912774,2023
2023-06-30,DDO,"DOAK RARE, Ongoing Digitization of Byzantine",DIRECT - Ongoing - Rare books and manuscripts,OCR,97,0.03,587.91,Billing Account,110.01917.7067.431206.504013.0000.00000,912772,2023
2023-07-21,PIRC,PIRC Deeds,DIRECT - Ongoing - Deeds and other documents,Customized Structural Metadata (simple object),78,1,472.5,Billing Account,610.56733.7067.000001.781762.0000.00000,873559,2024
2023-07-21,PIRC,PIRC Deeds,DIRECT - Ongoing - Deeds and other documents,Deposit to Digital Repository Service,1,0,472.5,Billing Account,610.56733.7067.000001.781762.0000.00000,873559,2024
2023-07-21,PIRC,PIRC Deeds,DIRECT - Ongoing - Deeds and other documents,"Document Scanning (180-deg/up to 23x15"")",526,0.75,472.5,Billing Account,610.56733.7067.000001.781762.0000.00000,873559,2024
2023-07-21,PIRC,PIRC Deeds,DIRECT - Ongoing - Deeds and other documents,"PDF document assembly, color or bitonal",78,0,472.5,Billing Account,610.56733.7067.000001.781762.0000.00000,873559,2024
2023-08-22,DDO,"DOAK RARE, Ongoing Digitization of Byzantine",DIRECT - Ongoing - Rare books and manuscripts,Customized Structural Metadata (simple object),1,3,304.5,Billing Account,110.01917.7067.431206.504013.0000.00000,919494,2024
2023-08-22,DDO,"DOAK RARE, Ongoing Digitization of Byzantine",DIRECT - Ongoing - Rare books and manuscripts,Customized Structural Metadata (simple object),1,3,388.92,Billing Account,110.01917.7067.431206.504013.0000.00000,919492,2024
2023-08-22,DDO,"DOAK RARE, Ongoing Digitization of Byzantine",DIRECT - Ongoing - Rare books and manuscripts,Customized Structural Metadata (simple object),1,3,413.04,Billing Account,110.01917.7067.431206.504013.0000.00000,919495,2024
2023-08-22,DDO,"DOAK RARE, Ongoing Digitization of Byzantine",DIRECT - Ongoing - Rare books and manuscripts,Deposit to Digital Repository Service,1,0,304.5,Billing Account,110.01917.7067.431206.504013.0000.00000,919494,2024
2023-08-22,DDO,"DOAK RARE, Ongoing Digitization of Byzantine",DIRECT - Ongoing - Rare books and manuscripts,Deposit to Digital Repository Service,1,0,388.92,Billing Account,110.01917.7067.431206.504013.0000.00000,919492,2024
2023-08-22,DDO,"DOAK RARE, Ongoing Digitization of Byzantine",DIRECT - Ongoing - Rare books and manuscripts,Deposit to Digital Repository Service,1,0,413.04,Billing Account,110.01917.7067.431206.504013.0000.00000,919495,2024
2023-08-22,DDO,"DOAK RARE, Ongoing Digitization of Byzantine",DIRECT - Ongoing - Rare books and manuscripts,"Digital Capture (loose/up to 19x25.5"")",50,6,304.5,Billing Account,110.01917.7067.431206.504013.0000.00000,919494,2024
2023-08-22,DDO,"DOAK RARE, Ongoing Digitization of Byzantine",DIRECT - Ongoing - Rare books and manuscripts,"Digital Capture (loose/up to 19x25.5"")",64,6,388.92,Billing Account,110.01917.7067.431206.504013.0000.00000,919492,2024
2023-08-22,DDO,"DOAK RARE, Ongoing Digitization of Byzantine",DIRECT - Ongoing - Rare books and manuscripts,"Digital Capture (loose/up to 19x25.5"")",68,6,413.04,Billing Account,110.01917.7067.431206.504013.0000.00000,919495,2024
2023-08-22,DDO,"DOAK RARE, Ongoing Digitization of Byzantine",DIRECT - Ongoing - Rare books and manuscripts,OCR,50,0.03,304.5,Billing Account,110.01917.7067.431206.504013.0000.00000,919494,2024
2023-08-22,DDO,"DOAK RARE, Ongoing Digitization of Byzantine",DIRECT - Ongoing - Rare books and manuscripts,OCR,64,0.03,388.92,Billing Account,110.01917.7067.431206.504013.0000.00000,919492,2024
2023-08-22,DDO,"DOAK RARE, Ongoing Digitization of Byzantine",DIRECT - Ongoing - Rare books and manuscripts,OCR,68,0.03,413.04,Billing Account,110.01917.7067.431206.504013.0000.00000,919495,2024
2023-08-22,DDO,"DOAK RARE, Ongoing Digitization of Garden",DIRECT - Ongoing - Rare books and manuscripts,Customized Structural Metadata (simple object),1,3,1448,Billing Account,110.01917.7067.431206.504013.0000.00000,897999,2024
2023-08-22,DDO,"DOAK RARE, Ongoing Digitization of Garden",DIRECT - Ongoing - Rare books and manuscripts,Deposit to Digital Repository Service,1,0,1448,Billing Account,110.01917.7067.431206.504013.0000.00000,897999,2024
2023-08-22,DDO,"DOAK RARE, Ongoing Digitization of Garden",DIRECT - Ongoing - Rare books and manuscripts,Digital Capture (oversize/foldout),94,15,1448,Billing Account,110.01917.7067.431206.504013.0000.00000,897999,2024
2023-08-22,DDO,"DOAK RARE, Ongoing Digitization of Garden",DIRECT - Ongoing - Rare books and manuscripts,Digital Capture 3-D Object Tabletop,1,35,1448,Billing Account,110.01917.7067.431206.504013.0000.00000,897999,2024
2023-09-27,DDO,"DOAK ICFA, Ongoing Digitization",DIRECT - Ongoing - Materials from the Image Collections and Fieldwork Archives,Deposit to Digital Repository Service,1,0,84,Billing Account,110.01917.7067.431206.504013.0000.00000,887630,2024
2023-09-27,DDO,"DOAK ICFA, Ongoing Digitization",DIRECT - Ongoing - Materials from the Image Collections and Fieldwork Archives,Deposit to Digital Repository Service,1,0,180,Billing Account,110.01917.7067.431206.504013.0000.00000,887629,2024
2023-09-27,DDO,"DOAK ICFA, Ongoing Digitization",DIRECT - Ongoing - Materials from the Image Collections and Fieldwork Archives,"Digital Capture (visual/up to 19x25.5"")",14,6,84,Billing Account,110.01917.7067.431206.504013.0000.00000,887630,2024
2023-09-27,DDO,"DOAK ICFA, Ongoing Digitization",DIRECT - Ongoing - Materials from the Image Collections and Fieldwork Archives,"Digital Capture (visual/up to 19x25.5"")",30,6,180,Billing Account,110.01917.7067.431206.504013.0000.00000,887629,2024
2023-10-27,DDO,"DOAK RARE, Ongoing Digitization of Garden",DIRECT - Ongoing - Rare books and manuscripts,Custom Set-up,1,35,5948,Billing Account,110.01917.7067.431206.504013.0000.00000,929882,2024
2023-10-27,DDO,"DOAK RARE, Ongoing Digitization of Garden",DIRECT - Ongoing - Rare books and manuscripts,Custom Set-up,1,35,7136,Billing Account,110.01917.7067.431206.504013.0000.00000,929889,2024
2023-10-27,DDO,"DOAK RARE, Ongoing Digitization of Garden",DIRECT - Ongoing - Rare books and manuscripts,Customized Structural Metadata (simple object),1,3,5948,Billing Account,110.01917.7067.431206.504013.0000.00000,929882,2024
2023-10-27,DDO,"DOAK RARE, Ongoing Digitization of Garden",DIRECT - Ongoing - Rare books and manuscripts,Customized Structural Metadata (simple object),2,3,7136,Billing Account,110.01917.7067.431206.504013.0000.00000,929889,2024
2023-10-27,DDO,"DOAK RARE, Ongoing Digitization of Garden",DIRECT - Ongoing - Rare books and manuscripts,Deposit to Digital Repository Service,1,0,5948,Billing Account,110.01917.7067.431206.504013.0000.00000,929882,2024
2023-10-27,DDO,"DOAK RARE, Ongoing Digitization of Garden",DIRECT - Ongoing - Rare books and manuscripts,Deposit to Digital Repository Service,1,0,7136,Billing Account,110.01917.7067.431206.504013.0000.00000,929889,2024
2023-10-27,DDO,"DOAK RARE, Ongoing Digitization of Garden",DIRECT - Ongoing - Rare books and manuscripts,"Digital Capture (bound/19x25.5""-34x45"")",389,15,5948,Billing Account,110.01917.7067.431206.504013.0000.00000,929882,2024
2023-10-27,DDO,"DOAK RARE, Ongoing Digitization of Garden",DIRECT - Ongoing - Rare books and manuscripts,"Digital Capture (bound/19x25.5""-34x45"")",438,15,7136,Billing Account,110.01917.7067.431206.504013.0000.00000,929889,2024
2023-10-27,DDO,"DOAK RARE, Ongoing Digitization of Garden",DIRECT - Ongoing - Rare books and manuscripts,Digital Image Processing: Stitching,5,15,5948,Billing Account,110.01917.7067.431206.504013.0000.00000,929882,2024
2023-10-27,DDO,"DOAK RARE, Ongoing Digitization of Garden",DIRECT - Ongoing - Rare books and manuscripts,Digital Image Processing: Stitching,35,15,7136,Billing Account,110.01917.7067.431206.504013.0000.00000,929889,2024
2023-12-01,DDO,"DOAK RARE, Born Digital - Ongoing Deposit",DIRECT - Ongoing - Born Digital,Deposit to Digital Repository Service,5,10,50,Billing Account,110.01917.7067.431206.504013.0000.00000,952588,2024
2023-12-01,DDO,"DOAK RARE, Born Digital - Ongoing Deposit",DIRECT - Ongoing - Born Digital,Deposit to Digital Repository Service,14,10,140,Billing Account,110.01917.7067.431206.504013.0000.00000,952589,2024
2023-12-08,DDO,"DOAK RARE, Ongoing Digitization of Garden",DIRECT - Ongoing - Rare books and manuscripts,Customized Structural Metadata (complex object),1,35,2555,Billing Account,110.01917.7067.431206.504013.0000.00000,929881,2024
2023-12-08,DDO,"DOAK RARE, Ongoing Digitization of Garden",DIRECT - Ongoing - Rare books and manuscripts,Deposit to Digital Repository Service,1,0,2555,Billing Account,110.01917.7067.431206.504013.0000.00000,929881,2024
2023-12-08,DDO,"DOAK RARE, Ongoing Digitization of Garden",DIRECT - Ongoing - Rare books and manuscripts,"Digital Capture (bound/19x25.5""-34x45"")",164,15,2555,Billing Account,110.01917.7067.431206.504013.0000.00000,929881,2024
2023-12-08,DDO,"DOAK RARE, Ongoing Digitization of Garden",DIRECT - Ongoing - Rare books and manuscripts,Digital Capture (oversize/foldout),2,15,2555,Billing Account,110.01917.7067.431206.504013.0000.00000,929881,2024
2023-12-08,DDO,"DOAK RARE, Ongoing Digitization of Garden",DIRECT - Ongoing - Rare books and manuscripts,Digital Image Processing: Stitching,2,15,2555,Billing Account,110.01917.7067.431206.504013.0000.00000,929881,2024
2024-01-12,WOL,PHAEDRA,ALLOCATION - Logbooks and journals from Harvard College Observatory,Book Scanning (180-deg/up to 23x15x3),570,0.35,214.5,MOU,NA,952825,2024
2024-01-12,WOL,PHAEDRA,ALLOCATION - Logbooks and journals from Harvard College Observatory,Digital Capture (oversize/foldout),1,15,214.5,MOU,NA,952825,2024
2024-01-29,DDO,"DOAK RARE, Ongoing Digitization of Garden",DIRECT - Ongoing - Rare books and manuscripts,Customized Structural Metadata (complex object),1,35,8300,Billing Account,110.01917.7067.431206.504013.0000.00000,929885,2024
2024-01-29,DDO,"DOAK RARE, Ongoing Digitization of Garden",DIRECT - Ongoing - Rare books and manuscripts,Customized Structural Metadata (simple object),1,3,888,Billing Account,110.01917.7067.431206.504013.0000.00000,947216,2024
2024-01-29,DDO,"DOAK RARE, Ongoing Digitization of Garden",DIRECT - Ongoing - Rare books and manuscripts,Customized Structural Metadata (simple object),1,3,1998,Billing Account,110.01917.7067.431206.504013.0000.00000,947211,2024
2024-01-29,DDO,"DOAK RARE, Ongoing Digitization of Garden",DIRECT - Ongoing - Rare books and manuscripts,Deposit to Digital Repository Service,1,0,888,Billing Account,110.01917.7067.431206.504013.0000.00000,947216,2024
2024-01-29,DDO,"DOAK RARE, Ongoing Digitization of Garden",DIRECT - Ongoing - Rare books and manuscripts,Deposit to Digital Repository Service,1,0,1998,Billing Account,110.01917.7067.431206.504013.0000.00000,947211,2024
2024-01-29,DDO,"DOAK RARE, Ongoing Digitization of Garden",DIRECT - Ongoing - Rare books and manuscripts,Deposit to Digital Repository Service,1,0,8300,Billing Account,110.01917.7067.431206.504013.0000.00000,929885,2024
2024-01-29,DDO,"DOAK RARE, Ongoing Digitization of Garden",DIRECT - Ongoing - Rare books and manuscripts,"Digital Capture (bound/19x25.5""-34x45"")",543,15,8300,Billing Account,110.01917.7067.431206.504013.0000.00000,929885,2024
2024-01-29,DDO,"DOAK RARE, Ongoing Digitization of Garden",DIRECT - Ongoing - Rare books and manuscripts,Digital Capture (oversize/foldout),59,15,888,Billing Account,110.01917.7067.431206.504013.0000.00000,947216,2024
2024-01-29,DDO,"DOAK RARE, Ongoing Digitization of Garden",DIRECT - Ongoing - Rare books and manuscripts,Digital Capture (oversize/foldout),133,15,1998,Billing Account,110.01917.7067.431206.504013.0000.00000,947211,2024
2024-01-29,DDO,"DOAK RARE, Ongoing Digitization of Garden",DIRECT - Ongoing - Rare books and manuscripts,Digital Image Processing: Stitching,8,15,8300,Billing Account,110.01917.7067.431206.504013.0000.00000,929885,2024
2024-02-16,DDO,"DOAK RARE, Born Digital - Ongoing Deposit",DIRECT - Ongoing - Born Digital,Deposit to Digital Repository Service,162,10,1620,Billing Account,110.01917.7067.431206.504013.0000.00000,970345,2024
2024-03-18,PIRC,PIRC Digitization,"DIRECT - Ongoing - Drawings, blueprints, plans (Work for studio and D-20)",AutoGenerated Structural Metadata,1,0,2730,Billing Account,610.56733.8541.000001.781762.0000.00000,884401,2024
2024-03-18,PIRC,PIRC Digitization,"DIRECT - Ongoing - Drawings, blueprints, plans (Work for studio and D-20)",Deposit to Digital Repository Service,1,0,2730,Billing Account,610.56733.8541.000001.781762.0000.00000,884401,2024
2024-03-18,PIRC,PIRC Digitization,"DIRECT - Ongoing - Drawings, blueprints, plans (Work for studio and D-20)","Digital Capture (loose/19x25.5""-34x45"")",105,25,2730,Billing Account,610.56733.8541.000001.781762.0000.00000,884401,2024
2024-03-18,PIRC,PIRC Digitization,"DIRECT - Ongoing - Drawings, blueprints, plans (Work for studio and D-20)","PDF document assembly, color or bitonal",105,1,2730,Billing Account,610.56733.8541.000001.781762.0000.00000,884401,2024
2024-03-22,FUN,Davis Center Special Collections,DIRECT - Ongoing - Digitization of Davis Center special collections,Deposit to Digital Repository Service,1,0,120,Billing Account,370.32950.7067.522905.632040.0000.00000,875532,2024
2024-03-22,FUN,Davis Center Special Collections,DIRECT - Ongoing - Digitization of Davis Center special collections,Digital Capture (oversize/foldout),8,15,120,Billing Account,370.32950.7067.522905.632040.0000.00000,875532,2024
2024-03-29,FUN,Kazbegi-Dadiani family papers,ALLOCATION - Davis Center's Kazbegi-Dadiani family papers collection,Deposit to Digital Repository Service,1,0,155,MOU,NA,976372,2024
2024-03-29,FUN,Kazbegi-Dadiani family papers,ALLOCATION - Davis Center's Kazbegi-Dadiani family papers collection,Deposit to Digital Repository Service,1,0,680,MOU,NA,976329,2024
2024-03-29,FUN,Kazbegi-Dadiani family papers,ALLOCATION - Davis Center's Kazbegi-Dadiani family papers collection,"Digital Capture (visual/up to 19x25.5"")",113,6,680,MOU,NA,976329,2024
2024-03-29,FUN,Kazbegi-Dadiani family papers,ALLOCATION - Davis Center's Kazbegi-Dadiani family papers collection,Digital Image Processing: Stitching,1,15,155,MOU,NA,976372,2024
2024-03-29,FUN,Kazbegi-Dadiani family papers,ALLOCATION - Davis Center's Kazbegi-Dadiani family papers collection,Digital Image Processing:Tone and Color Matching,1,2,680,MOU,NA,976329,2024
2024-03-29,FUN,Kazbegi-Dadiani family papers,ALLOCATION - Davis Center's Kazbegi-Dadiani family papers collection,Digital Scan from cased image,7,20,155,MOU,NA,976372,2024
